ID_Pesquisa,Data_Resposta,Nota_NPS,Estado,Motivo_Principal,ID_Sistema_Feedback,Classificacao_NPS
SRV-002226,2025-06-25,1,MT,Atendimento,18265,Detrator
SRV-002227,2025-03-04,6,AM,Qualidade do Produto,34671,Detrator
SRV-002228,2025-10-23,3,AM,Atendimento,22460,Detrator
SRV-002229,2025-03-25,7,MS,Tempo de Entrega,13477,Neutro
SRV-002230,2025-01-15,5,SP,Atendimento,12202,Detrator
SRV-002231,2025-12-21,9,SP,Variedade,99410,Promotor
SRV-002232,2025-05-14,3,MS,Atendimento,21850,Detrator
SRV-002233,2025-05-01,4,ES,Qualidade do Produto,30809,Detrator
SRV-002234,2025-11-15,8,PR,Qualidade do Produto,80886,Neutro
SRV-002235,2025-05-08,6,PA,Atendimento,12806,Detrator
SRV-002236,2025-10-15,9,ES,Qualidade do Produto,17163,Promotor
SRV-002237,2025-10-28,8,RS,Qualidade do Produto,10185,Neutro
SRV-002238,2025-06-29,6,MG,Variedade,34718,Detrator
SRV-002239,2025-03-23,0,RS,Tempo de Entrega,87081,Detrator
SRV-002240,2025-01-13,7,GO,Variedade,66202,Neutro
SRV-002241,2025-01-24,3,BA,Preço,35215,Detrator
SRV-002242,2025-06-17,2,SC,Variedade,38325,Detrator
SRV-002243,2025-09-27,6,SC,Atendimento,28458,Detrator
SRV-002244,2025-03-11,2,BA,Tempo de Entrega,26006,Detrator
SRV-002245,2025-11-14,7,BA,Atendimento,42969,Neutro
SRV-002246,2025-03-30,5,RS,Preço,86820,Detrator
SRV-002247,2025-07-08,4,SC,Tempo de Entrega,37655,Detrator
SRV-002248,2025-09-14,3,SC,Qualidade do Produto,91234,Detrator
SRV-002249,2025-08-05,7,CE,Variedade,19102,Neutro
SRV-002250,2025-02-01,7,MT,Atendimento,77107,Neutro
SRV-002251,2025-05-21,0,GO,Preço,31553,Detrator
SRV-002252,2025-06-10,8,GO,Qualidade do Produto,94079,Neutro
SRV-002253,2025-02-01,4,SC,Variedade,89570,Detrator
SRV-002254,2025-11-08,3,BA,Qualidade do Produto,76865,Detrator
SRV-002255,2025-06-01,5,SP,Variedade,51420,Detrator
SRV-002256,2025-12-13,5,PR,Tempo de Entrega,35382,Detrator
SRV-002257,2025-09-17,1,MG,Qualidade do Produto,79235,Detrator
SRV-002258,2025-08-04,7,MS,Qualidade do Produto,48795,Neutro
SRV-002259,2025-10-06,6,BA,Qualidade do Produto,61425,Detrator
SRV-002260,2025-10-12,0,MT,Tempo de Entrega,67402,Detrator
SRV-002261,2025-04-08,4,SC,Preço,72539,Detrator
SRV-002262,2025-01-30,5,AM,Variedade,86203,Detrator
SRV-002263,2025-03-31,3,RJ,Qualidade do Produto,33459,Detrator
SRV-002264,2025-05-28,1,PA,Tempo de Entrega,59649,Detrator
SRV-002265,2025-05-24,3,GO,Preço,82495,Detrator
SRV-002266,2025-03-08,0,RS,Variedade,56384,Detrator
SRV-002267,2025-12-23,6,RS,Tempo de Entrega,81746,Detrator
SRV-002268,2025-02-27,1,GO,Variedade,88053,Detrator
SRV-002269,2025-10-08,1,PR,Qualidade do Produto,66278,Detrator
SRV-002270,2025-10-06,8,BA,Preço,88156,Neutro
SRV-002271,2025-08-24,4,AM,Tempo de Entrega,46744,Detrator
SRV-002272,2025-12-19,1,PR,Preço,98340,Detrator
SRV-002273,2025-05-08,10,SP,Qualidade do Produto,40568,Promotor
SRV-002274,2025-12-03,8,PE,Preço,27991,Neutro
SRV-002275,2025-07-28,8,ES,Preço,18912,Neutro
SRV-002276,2025-07-05,0,GO,Atendimento,42527,Detrator
SRV-002277,2025-06-18,10,RJ,Preço,60426,Promotor
SRV-002278,2025-06-21,2,ES,Variedade,30407,Detrator
SRV-002279,2025-09-17,3,AM,Tempo de Entrega,22344,Detrator
SRV-002280,2025-07-24,6,GO,Atendimento,12355,Detrator
SRV-002281,2025-05-15,9,PE,Tempo de Entrega,64733,Promotor
SRV-002282,2025-02-15,3,RJ,Tempo de Entrega,76285,Detrator
SRV-002283,2025-01-09,1,ES,Qualidade do Produto,94971,Detrator
SRV-002284,2025-06-10,6,RJ,Qualidade do Produto,55733,Detrator
SRV-002285,2025-10-16,5,PR,Atendimento,66915,Detrator
SRV-002286,2025-12-06,2,MG,Qualidade do Produto,62716,Detrator
SRV-002287,2025-11-17,5,CE,Qualidade do Produto,48526,Detrator
SRV-002288,2025-04-16,10,RJ,Qualidade do Produto,28088,Promotor
SRV-002289,2025-10-17,5,AM,Tempo de Entrega,75377,Detrator
SRV-002290,2025-12-07,4,PE,Atendimento,54405,Detrator
SRV-002291,2025-03-29,3,PR,Tempo de Entrega,48842,Detrator
SRV-002292,2025-07-11,9,CE,Variedade,71788,Promotor
SRV-002293,2025-06-02,0,PR,Tempo de Entrega,61529,Detrator
SRV-002294,2025-11-07,9,SP,Variedade,99939,Promotor
SRV-002295,2025-05-17,5,SC,Preço,62383,Detrator
SRV-002296,2025-09-30,1,GO,Preço,49177,Detrator
SRV-002297,2025-05-29,2,RS,Variedade,49056,Detrator
SRV-002298,2025-07-07,7,SP,Variedade,98249,Neutro
SRV-002299,2025-05-21,9,PE,Tempo de Entrega,76421,Promotor
SRV-002300,2025-05-11,5,BA,Variedade,43632,Detrator
SRV-002301,2025-01-04,2,MS,Atendimento,49685,Detrator
SRV-002302,2025-09-20,6,AM,Preço,87222,Detrator
SRV-002303,2025-01-26,3,AM,Preço,78590,Detrator
SRV-002304,2025-01-24,8,BA,Variedade,18977,Neutro
SRV-002305,2025-09-23,4,RS,Qualidade do Produto,58967,Detrator
SRV-002306,2025-08-17,2,PR,Qualidade do Produto,84072,Detrator
SRV-002307,2025-09-26,1,MG,Variedade,25070,Detrator
SRV-002308,2025-05-05,10,PA,Atendimento,92473,Promotor
SRV-002309,2025-06-21,1,MS,Qualidade do Produto,31500,Detrator
SRV-002310,2025-08-22,2,AM,Variedade,20011,Detrator
SRV-002311,2025-10-22,1,PE,Atendimento,58039,Detrator
SRV-002312,2025-10-02,3,AM,Atendimento,18896,Detrator
SRV-002313,2025-03-17,1,RS,Tempo de Entrega,90118,Detrator
SRV-002314,2025-11-04,9,MT,Atendimento,49958,Promotor
SRV-002315,2025-08-02,8,CE,Qualidade do Produto,51912,Neutro
SRV-002316,2025-06-07,1,CE,Qualidade do Produto,10814,Detrator
SRV-002317,2025-10-29,8,BA,Variedade,85276,Neutro
SRV-002318,2025-07-23,5,AM,Variedade,34719,Detrator
SRV-002319,2025-05-29,0,SC,Atendimento,30150,Detrator
SRV-002320,2025-03-16,3,MS,Preço,80494,Detrator
SRV-002321,2025-08-17,0,AM,Tempo de Entrega,13825,Detrator
SRV-002322,2025-10-31,5,MT,Preço,60368,Detrator
SRV-002323,2025-03-03,3,AM,Atendimento,24800,Detrator
SRV-002324,2025-02-27,2,PR,Atendimento,85535,Detrator
SRV-002325,2025-10-01,2,PA,Preço,96390,Detrator
SRV-002326,2025-04-18,8,BA,Tempo de Entrega,85017,Neutro
SRV-002327,2025-07-06,5,MG,Preço,58505,Detrator
SRV-002328,2025-08-17,8,MS,Variedade,67899,Neutro
SRV-002329,2025-02-17,4,GO,Qualidade do Produto,92782,Detrator
SRV-002330,2025-11-15,1,GO,Variedade,32601,Detrator
SRV-002331,2025-09-25,7,RS,Qualidade do Produto,20677,Neutro
SRV-002332,2025-08-03,4,RJ,Atendimento,39552,Detrator
SRV-002333,2025-10-17,1,MG,Tempo de Entrega,97858,Detrator
SRV-002334,2025-09-11,3,PA,Preço,77891,Detrator
SRV-002335,2025-12-24,8,GO,Tempo de Entrega,84693,Neutro
SRV-002336,2025-03-28,3,MS,Preço,43292,Detrator
SRV-002337,2025-06-30,3,PA,Variedade,76097,Detrator
SRV-002338,2025-01-25,1,RJ,Variedade,83703,Detrator
SRV-002339,2025-08-10,5,PR,Preço,26184,Detrator
SRV-002340,2025-02-18,10,RS,Tempo de Entrega,99336,Promotor
SRV-002341,2025-11-30,1,MT,Preço,71046,Detrator
SRV-002342,2025-06-24,6,CE,Atendimento,76741,Detrator
SRV-002343,2025-11-07,2,MT,Variedade,71377,Detrator
SRV-002344,2025-10-01,2,MT,Atendimento,22039,Detrator
SRV-002345,2025-02-04,4,MT,Variedade,55161,Detrator
SRV-002346,2025-08-05,2,PA,Variedade,45006,Detrator
SRV-002347,2025-07-28,1,CE,Qualidade do Produto,27544,Detrator
SRV-002348,2025-06-09,9,PA,Atendimento,22987,Promotor
SRV-002349,2025-01-07,8,PA,Atendimento,15239,Neutro
SRV-002350,2025-09-26,1,PA,Qualidade do Produto,54785,Detrator
SRV-002351,2025-05-06,10,GO,Tempo de Entrega,33358,Promotor
SRV-002352,2025-11-21,1,AM,Atendimento,92674,Detrator
SRV-002353,2025-12-22,7,SP,Preço,66450,Neutro
SRV-002354,2025-03-31,8,GO,Qualidade do Produto,98520,Neutro
SRV-002355,2025-02-11,6,CE,Atendimento,38428,Detrator
SRV-002356,2025-12-31,2,PE,Tempo de Entrega,19096,Detrator
SRV-002357,2025-06-08,8,SP,Atendimento,57582,Neutro
SRV-002358,2025-07-21,2,SP,Variedade,34536,Detrator
SRV-002359,2025-10-09,4,AM,Preço,67395,Detrator
SRV-002360,2025-11-28,8,PA,Qualidade do Produto,78157,Neutro
SRV-002361,2025-10-15,2,MS,Variedade,79484,Detrator
SRV-002362,2025-04-01,6,CE,Tempo de Entrega,11287,Detrator
SRV-002363,2025-05-05,0,BA,Variedade,64510,Detrator
SRV-002364,2025-05-06,3,SC,Variedade,33902,Detrator
SRV-002365,2025-02-21,3,SC,Tempo de Entrega,66188,Detrator
SRV-002366,2025-04-13,6,MS,Variedade,31164,Detrator
SRV-002367,2025-12-27,7,PE,Qualidade do Produto,91204,Neutro
SRV-002368,2025-07-06,0,PA,Atendimento,11772,Detrator
SRV-002369,2025-07-24,4,ES,Variedade,63054,Detrator
SRV-002370,2025-01-14,6,BA,Qualidade do Produto,64878,Detrator
SRV-002371,2025-04-14,3,ES,Atendimento,42238,Detrator
SRV-002372,2025-04-27,3,AM,Atendimento,68293,Detrator
SRV-002373,2025-10-31,3,RJ,Variedade,91298,Detrator
SRV-002374,2025-04-03,5,MT,Qualidade do Produto,17213,Detrator
SRV-002375,2025-05-24,6,PA,Variedade,24941,Detrator
SRV-002376,2025-04-20,1,BA,Tempo de Entrega,25964,Detrator
SRV-002377,2025-06-12,4,MS,Atendimento,36855,Detrator
SRV-002378,2025-02-22,3,RS,Variedade,68769,Detrator
SRV-002379,2025-01-03,2,ES,Atendimento,93504,Detrator
SRV-002380,2025-03-09,6,PE,Qualidade do Produto,11046,Detrator
SRV-002381,2025-09-03,10,PA,Preço,24909,Promotor
SRV-002382,2025-05-18,5,PE,Variedade,89114,Detrator
SRV-002383,2025-11-04,6,BA,Variedade,33368,Detrator
SRV-002384,2025-12-18,4,AM,Atendimento,81255,Detrator
SRV-002385,2025-10-14,5,SP,Qualidade do Produto,91496,Detrator
SRV-002386,2025-03-07,4,RS,Tempo de Entrega,99142,Detrator
SRV-002387,2025-12-13,6,PR,Qualidade do Produto,25624,Detrator
SRV-002388,2025-11-21,1,RS,Variedade,20352,Detrator
SRV-002389,2025-06-04,10,MS,Tempo de Entrega,90539,Promotor
SRV-002390,2025-03-28,4,PE,Qualidade do Produto,19223,Detrator
SRV-002391,2025-02-02,5,RJ,Preço,88254,Detrator
SRV-002392,2025-03-09,5,GO,Atendimento,76851,Detrator
SRV-002393,2025-07-06,4,AM,Qualidade do Produto,60044,Detrator
SRV-002394,2025-07-11,9,MT,Qualidade do Produto,97089,Promotor
SRV-002395,2025-08-01,6,ES,Preço,95000,Detrator
SRV-002396,2025-03-29,9,ES,Variedade,41419,Promotor
SRV-002397,2025-12-17,7,RJ,Atendimento,23767,Neutro
SRV-002398,2025-04-18,6,MG,Qualidade do Produto,82002,Detrator
SRV-002399,2025-08-28,4,MT,Tempo de Entrega,41028,Detrator
SRV-002400,2025-08-04,0,AM,Qualidade do Produto,57953,Detrator
SRV-002401,2025-06-26,4,AM,Atendimento,67965,Detrator
SRV-002402,2025-02-22,9,GO,Qualidade do Produto,79776,Promotor
SRV-002403,2025-11-26,1,BA,Preço,41459,Detrator
SRV-002404,2025-02-18,4,MS,Qualidade do Produto,92331,Detrator
SRV-002405,2025-04-24,4,PE,Qualidade do Produto,34689,Detrator
SRV-002406,2025-04-05,1,SC,Tempo de Entrega,90446,Detrator
SRV-002407,2025-01-25,4,CE,Preço,77982,Detrator
SRV-002408,2025-05-12,3,RJ,Preço,13346,Detrator
SRV-002409,2025-06-28,0,RJ,Qualidade do Produto,55179,Detrator
SRV-002410,2025-05-25,2,RS,Tempo de Entrega,50517,Detrator
SRV-002411,2025-12-30,0,BA,Qualidade do Produto,79678,Detrator
SRV-002412,2025-07-17,10,BA,Qualidade do Produto,91606,Promotor
SRV-002413,2025-11-21,4,AM,Atendimento,82623,Detrator
SRV-002414,2025-03-25,3,SC,Atendimento,99288,Detrator
SRV-002415,2025-06-06,6,CE,Tempo de Entrega,91171,Detrator
SRV-002416,2025-03-26,4,BA,Variedade,68916,Detrator
SRV-002417,2025-09-10,9,AM,Atendimento,97754,Promotor
SRV-002418,2025-03-13,3,PA,Variedade,58575,Detrator
SRV-002419,2025-08-11,1,SP,Preço,55039,Detrator
SRV-002420,2025-10-03,3,PE,Atendimento,59955,Detrator
SRV-002421,2025-10-10,1,GO,Atendimento,90260,Detrator
SRV-002422,2025-09-21,7,MS,Tempo de Entrega,65871,Neutro
SRV-002423,2025-09-03,2,SP,Variedade,70678,Detrator
SRV-002424,2025-12-07,8,GO,Atendimento,41351,Neutro
SRV-002425,2025-03-02,3,MG,Atendimento,70693,Detrator
SRV-002426,2025-09-16,5,MS,Tempo de Entrega,41433,Detrator
SRV-002427,2025-01-07,9,PE,Tempo de Entrega,84797,Promotor
SRV-002428,2025-07-07,4,PA,Variedade,89015,Detrator
SRV-002429,2025-01-04,9,MT,Preço,25804,Promotor
SRV-002430,2025-08-19,0,PR,Preço,55101,Detrator
SRV-002431,2025-05-13,8,PE,Qualidade do Produto,70115,Neutro
SRV-002432,2025-05-05,0,PE,Atendimento,88363,Detrator
SRV-002433,2025-01-15,7,SC,Variedade,54700,Neutro
SRV-002434,2025-01-13,8,MT,Atendimento,87576,Neutro
SRV-002435,2025-04-28,8,SP,Variedade,29477,Neutro
SRV-002436,2025-08-28,0,CE,Variedade,26127,Detrator
SRV-002437,2025-09-20,1,RS,Variedade,96718,Detrator
SRV-002438,2025-12-26,0,AM,Atendimento,36049,Detrator
SRV-002439,2025-01-06,9,SC,Tempo de Entrega,22473,Promotor
SRV-002440,2025-11-16,1,PE,Atendimento,92245,Detrator
SRV-002441,2025-08-19,9,RS,Variedade,71836,Promotor
SRV-002442,2025-01-30,7,AM,Qualidade do Produto,52464,Neutro
SRV-002443,2025-01-22,4,MS,Preço,23714,Detrator
SRV-002444,2025-06-05,10,MT,Variedade,70878,Promotor
SRV-002445,2025-04-28,6,MS,Qualidade do Produto,44208,Detrator
SRV-002446,2025-12-06,1,GO,Tempo de Entrega,97104,Detrator
SRV-002447,2025-07-12,7,ES,Variedade,84683,Neutro
SRV-002448,2025-12-12,10,RS,Qualidade do Produto,91803,Promotor
SRV-002449,2025-07-14,5,RJ,Variedade,51514,Detrator
SRV-002450,2025-06-17,7,SC,Atendimento,15136,Neutro
SRV-002451,2025-08-27,0,PA,Qualidade do Produto,41516,Detrator
SRV-002452,2025-12-28,0,SC,Atendimento,86982,Detrator
SRV-002453,2025-09-01,6,RJ,Atendimento,73878,Detrator
SRV-002454,2025-03-10,7,AM,Qualidade do Produto,55099,Neutro
SRV-002455,2025-04-05,2,ES,Preço,23188,Detrator
SRV-002456,2025-03-18,4,BA,Qualidade do Produto,61188,Detrator
SRV-002457,2025-06-20,0,BA,Preço,15560,Detrator
SRV-002458,2025-01-01,6,GO,Variedade,46397,Detrator
SRV-002459,2025-03-03,4,BA,Variedade,87193,Detrator
SRV-002460,2025-07-26,7,BA,Qualidade do Produto,48082,Neutro
SRV-002461,2025-06-03,7,SP,Variedade,94376,Neutro
SRV-002462,2025-10-01,8,RJ,Tempo de Entrega,51430,Neutro
SRV-002463,2025-02-17,6,MS,Atendimento,60522,Detrator
SRV-002464,2025-05-17,10,PA,Atendimento,50397,Promotor
SRV-002465,2025-01-01,0,ES,Preço,86860,Detrator
SRV-002466,2025-08-23,2,MS,Variedade,35247,Detrator
SRV-002467,2025-09-13,7,PE,Preço,93094,Neutro
SRV-002468,2025-04-17,2,MG,Atendimento,29943,Detrator
SRV-002469,2025-06-22,7,AM,Atendimento,49460,Neutro
SRV-002470,2025-05-10,0,SC,Variedade,51986,Detrator
SRV-002471,2025-10-21,4,RS,Tempo de Entrega,54514,Detrator
SRV-002472,2025-02-09,3,BA,Tempo de Entrega,90908,Detrator
SRV-002473,2025-12-04,4,GO,Variedade,62385,Detrator
SRV-002474,2025-01-16,7,RS,Variedade,22631,Neutro
SRV-002475,2025-05-07,9,MG,Preço,77008,Promotor
SRV-002476,2025-12-15,3,SC,Variedade,36955,Detrator
SRV-002477,2025-07-22,10,PR,Tempo de Entrega,57367,Promotor
SRV-002478,2025-05-14,3,PA,Variedade,40802,Detrator
SRV-002479,2025-09-16,2,GO,Preço,80408,Detrator
SRV-002480,2025-01-14,6,MS,Preço,53341,Detrator
SRV-002481,2025-03-07,2,CE,Preço,23691,Detrator
SRV-002482,2025-12-17,2,ES,Preço,14753,Detrator
SRV-002483,2025-12-08,10,SP,Qualidade do Produto,11833,Promotor
SRV-002484,2025-07-14,9,AM,Variedade,18645,Promotor
SRV-002485,2025-04-24,4,GO,Atendimento,50024,Detrator
SRV-002486,2025-06-08,4,RS,Variedade,90598,Detrator
SRV-002487,2025-06-10,5,BA,Qualidade do Produto,19635,Detrator
SRV-002488,2025-09-11,7,RJ,Preço,30064,Neutro
SRV-002489,2025-01-15,9,RS,Qualidade do Produto,19940,Promotor
SRV-002490,2025-02-06,5,SC,Tempo de Entrega,45169,Detrator
SRV-002491,2025-06-04,0,PR,Tempo de Entrega,88647,Detrator
SRV-002492,2025-01-27,7,GO,Variedade,55200,Neutro
SRV-002493,2025-01-12,7,ES,Variedade,66329,Neutro
SRV-002494,2025-03-08,8,RJ,Atendimento,61158,Neutro
SRV-002495,2025-01-30,8,CE,Atendimento,39739,Neutro
SRV-002496,2025-04-06,1,SC,Tempo de Entrega,27793,Detrator
SRV-002497,2025-08-03,1,PR,Preço,93682,Detrator
SRV-002498,2025-07-13,2,RJ,Qualidade do Produto,43677,Detrator
SRV-002499,2025-05-15,0,CE,Atendimento,76296,Detrator
SRV-002500,2025-10-17,3,RS,Atendimento,33022,Detrator
SRV-002501,2025-02-01,3,SC,Preço,81148,Detrator
SRV-002502,2025-02-08,8,MS,Preço,37265,Neutro
SRV-002503,2025-12-18,8,PA,Variedade,10530,Neutro
SRV-002504,2025-07-25,8,PA,Qualidade do Produto,19551,Neutro
SRV-002505,2025-02-12,9,MT,Preço,38394,Promotor
SRV-002506,2025-12-03,6,PE,Atendimento,52987,Detrator
SRV-002507,2025-09-16,1,MT,Atendimento,58984,Detrator
SRV-002508,2025-09-06,9,CE,Tempo de Entrega,78096,Promotor
SRV-002509,2025-03-15,4,PR,Preço,94097,Detrator
SRV-002510,2025-11-15,3,PE,Variedade,80639,Detrator
SRV-002511,2025-10-23,10,PE,Qualidade do Produto,34090,Promotor
SRV-002512,2025-10-01,7,GO,Variedade,93457,Neutro
SRV-002513,2025-11-19,1,SP,Atendimento,12781,Detrator
SRV-002514,2025-12-25,5,PR,Variedade,27330,Detrator
SRV-002515,2025-07-09,4,PE,Atendimento,15257,Detrator
SRV-002516,2025-05-18,1,RS,Atendimento,68642,Detrator
SRV-002517,2025-10-29,10,SC,Atendimento,64249,Promotor
SRV-002518,2025-11-07,9,SC,Atendimento,61663,Promotor
SRV-002519,2025-11-27,0,MT,Atendimento,44956,Detrator
SRV-002520,2025-12-19,7,RS,Tempo de Entrega,25615,Neutro
SRV-002521,2025-10-09,1,SP,Variedade,10881,Detrator
SRV-002522,2025-06-15,6,ES,Tempo de Entrega,11847,Detrator
SRV-002523,2025-10-05,8,GO,Tempo de Entrega,61127,Neutro
SRV-002524,2025-01-26,8,PA,Preço,97646,Neutro
SRV-002525,2025-03-14,7,SP,Preço,47336,Neutro
SRV-002526,2025-04-25,10,SC,Preço,91850,Promotor
SRV-002527,2025-02-20,9,AM,Qualidade do Produto,49931,Promotor
SRV-002528,2025-06-20,8,GO,Preço,53924,Neutro
SRV-002529,2025-09-25,1,ES,Variedade,32966,Detrator
SRV-002530,2025-01-03,5,SP,Tempo de Entrega,54023,Detrator
SRV-002531,2025-07-29,3,PE,Variedade,21320,Detrator
SRV-002532,2025-12-04,3,MS,Preço,67841,Detrator
SRV-002533,2025-10-28,4,ES,Qualidade do Produto,75125,Detrator
SRV-002534,2025-12-08,2,MS,Qualidade do Produto,77752,Detrator
SRV-002535,2025-04-25,0,SC,Tempo de Entrega,99937,Detrator
SRV-002536,2025-06-16,7,GO,Variedade,71858,Neutro
SRV-002537,2025-09-22,4,RS,Atendimento,68714,Detrator
SRV-002538,2025-08-15,2,BA,Variedade,21780,Detrator
SRV-002539,2025-05-31,9,MS,Preço,86230,Promotor
SRV-002540,2025-09-25,6,GO,Atendimento,80345,Detrator
SRV-002541,2025-04-26,6,MT,Qualidade do Produto,92098,Detrator
SRV-002542,2025-03-29,0,PE,Tempo de Entrega,11929,Detrator
SRV-002543,2025-11-14,8,PE,Tempo de Entrega,24244,Neutro
SRV-002544,2025-08-30,1,BA,Qualidade do Produto,21116,Detrator
SRV-002545,2025-12-26,4,CE,Preço,97954,Detrator
SRV-002546,2025-11-25,4,MT,Qualidade do Produto,91243,Detrator
SRV-002547,2025-11-29,7,PA,Preço,93301,Neutro
SRV-002548,2025-02-09,7,MS,Atendimento,45895,Neutro
SRV-002549,2025-07-01,6,MS,Qualidade do Produto,88636,Detrator
SRV-002550,2025-07-28,6,PA,Preço,33867,Detrator
SRV-002551,2025-09-30,10,AM,Atendimento,11208,Promotor
SRV-002552,2025-04-29,5,MG,Qualidade do Produto,54085,Detrator
SRV-002553,2025-01-24,5,MS,Tempo de Entrega,75572,Detrator
SRV-002554,2025-09-15,10,RJ,Qualidade do Produto,75234,Promotor
SRV-002555,2025-04-02,8,PR,Variedade,93748,Neutro
SRV-002556,2025-06-10,5,SP,Qualidade do Produto,21252,Detrator
SRV-002557,2025-05-29,1,MG,Variedade,95261,Detrator
SRV-002558,2025-04-27,1,SP,Atendimento,17006,Detrator
SRV-002559,2025-02-22,4,GO,Qualidade do Produto,99595,Detrator
SRV-002560,2025-10-29,3,MG,Atendimento,80883,Detrator
SRV-002561,2025-02-14,10,GO,Atendimento,42171,Promotor
SRV-002562,2025-09-22,1,ES,Preço,38517,Detrator
SRV-002563,2025-09-19,2,RS,Atendimento,34274,Detrator
SRV-002564,2025-11-03,6,MS,Atendimento,43577,Detrator
SRV-002565,2025-08-22,7,PA,Qualidade do Produto,37648,Neutro
SRV-002566,2025-02-04,5,MS,Qualidade do Produto,79654,Detrator
SRV-002567,2025-12-04,10,PR,Tempo de Entrega,27910,Promotor
SRV-002568,2025-07-16,4,PR,Preço,88619,Detrator
SRV-002569,2025-01-25,0,GO,Atendimento,59647,Detrator
SRV-002570,2025-07-21,7,SP,Preço,88723,Neutro
SRV-002571,2025-09-30,2,BA,Variedade,10424,Detrator
SRV-002572,2025-02-05,5,GO,Atendimento,61899,Detrator
SRV-002573,2025-08-11,2,ES,Preço,36641,Detrator
SRV-002574,2025-12-18,6,CE,Tempo de Entrega,44750,Detrator
SRV-002575,2025-10-04,6,PR,Tempo de Entrega,91454,Detrator
SRV-002576,2025-01-18,8,RJ,Atendimento,33154,Neutro
SRV-002577,2025-07-07,4,PA,Variedade,58166,Detrator
SRV-002578,2025-09-14,7,MS,Tempo de Entrega,21992,Neutro
SRV-002579,2025-05-22,9,GO,Tempo de Entrega,44001,Promotor
SRV-002580,2025-05-16,9,SP,Variedade,24546,Promotor
SRV-002581,2025-11-03,7,PE,Preço,51524,Neutro
SRV-002582,2025-03-20,0,PA,Tempo de Entrega,78555,Detrator
SRV-002583,2025-10-19,4,RJ,Qualidade do Produto,11304,Detrator
SRV-002584,2025-03-03,2,SC,Tempo de Entrega,59284,Detrator
SRV-002585,2025-05-09,0,SP,Preço,92368,Detrator
SRV-002586,2025-12-07,3,SP,Preço,98327,Detrator
SRV-002587,2025-10-25,7,PE,Atendimento,20022,Neutro
SRV-002588,2025-09-14,2,ES,Qualidade do Produto,85886,Detrator
SRV-002589,2025-07-31,9,PE,Preço,87354,Promotor
SRV-002590,2025-02-23,1,MT,Variedade,43617,Detrator
SRV-002591,2025-06-24,10,PR,Qualidade do Produto,79498,Promotor
SRV-002592,2025-04-10,8,RS,Qualidade do Produto,68824,Neutro
SRV-002593,2025-02-08,9,SP,Variedade,80390,Promotor
SRV-002594,2025-09-20,4,SC,Tempo de Entrega,44307,Detrator
SRV-002595,2025-05-30,6,BA,Variedade,78480,Detrator
SRV-002596,2025-05-01,10,AM,Variedade,32327,Promotor
SRV-002597,2025-06-27,10,SP,Tempo de Entrega,13244,Promotor
SRV-002598,2025-10-28,1,PE,Tempo de Entrega,32720,Detrator
SRV-002599,2025-11-26,8,MG,Tempo de Entrega,35090,Neutro
SRV-002600,2025-04-30,8,SP,Tempo de Entrega,74277,Neutro
SRV-002601,2025-03-13,3,SP,Tempo de Entrega,58536,Detrator
SRV-002602,2025-08-07,3,GO,Variedade,17855,Detrator
SRV-002603,2025-10-29,5,AM,Atendimento,11601,Detrator
SRV-002604,2025-05-03,9,MT,Atendimento,41952,Promotor
SRV-002605,2025-09-01,9,SC,Preço,60374,Promotor
SRV-002606,2025-03-16,9,MT,Atendimento,15690,Promotor
SRV-002607,2025-01-06,5,SC,Atendimento,22521,Detrator
SRV-002608,2025-01-21,0,SP,Variedade,86019,Detrator
SRV-002609,2025-07-09,8,AM,Tempo de Entrega,18058,Neutro
SRV-002610,2025-08-13,1,AM,Tempo de Entrega,23704,Detrator
SRV-002611,2025-04-13,4,MG,Variedade,68933,Detrator
SRV-002612,2025-12-10,8,RS,Atendimento,81101,Neutro
SRV-002613,2025-04-09,3,CE,Variedade,53856,Detrator
SRV-002614,2025-11-14,10,MG,Preço,47256,Promotor
SRV-002615,2025-12-29,2,MG,Tempo de Entrega,67352,Detrator
SRV-002616,2025-03-24,6,MG,Qualidade do Produto,40615,Detrator
SRV-002617,2025-06-30,5,MS,Preço,11927,Detrator
SRV-002618,2025-06-01,7,RS,Preço,25512,Neutro
SRV-002619,2025-02-25,2,ES,Variedade,18301,Detrator
SRV-002620,2025-07-09,4,ES,Atendimento,96849,Detrator
SRV-002621,2025-01-22,9,MG,Tempo de Entrega,83993,Promotor
SRV-002622,2025-03-09,3,CE,Qualidade do Produto,81028,Detrator
SRV-002623,2025-07-04,3,MT,Preço,78759,Detrator
SRV-002624,2025-01-10,3,PE,Qualidade do Produto,98047,Detrator
SRV-002625,2025-03-07,9,RJ,Atendimento,96991,Promotor
SRV-002626,2025-09-21,7,ES,Atendimento,73058,Neutro
SRV-002627,2025-08-13,5,BA,Qualidade do Produto,74926,Detrator
SRV-002628,2025-05-03,2,SC,Tempo de Entrega,33434,Detrator
SRV-002629,2025-02-07,9,AM,Atendimento,40341,Promotor
SRV-002630,2025-05-03,4,RS,Qualidade do Produto,25007,Detrator
SRV-002631,2025-11-14,5,GO,Preço,36799,Detrator
SRV-002632,2025-06-05,4,RS,Qualidade do Produto,65820,Detrator
SRV-002633,2025-10-28,5,RJ,Qualidade do Produto,25674,Detrator
SRV-002634,2025-11-17,7,ES,Variedade,25426,Neutro
