ID_Pedido,Data_Venda,ID_Produto,Quantidade,Faturamento_Bruto,Custo_Total,Regiao,Estado,Forma_Pagamento,Comissao_Percentual,ID_Sist_Antigo
PED-008595,2025-02-28,PROD-105,1,161.69,126.12,Sudeste,MG,Cartão de Débito,0.05,80318
PED-008596,2025-04-27,PROD-113,3,196.45,108.05,Sudeste,MG,Cartão de Crédito,0.02,34878
PED-008597,2025-08-20,PROD-129,2,100.76,55.42,Sul,RS,Boleto,0.05,65453
PED-008598,2025-01-23,PROD-117,1,75.66,41.61,Nordeste,BA,Pix,0.02,26518
PED-008599,2025-12-07,PROD-109,5,216.29,118.96,Sudeste,RJ,Cartão de Débito,0.02,62235
PED-008600,2025-05-14,PROD-102,3,493.42,384.87,Nordeste,PE,Cartão de Débito,0.05,35404
PED-008601,2025-07-12,PROD-106,1,44.2,24.31,Norte,PA,Cartão de Débito,0.02,97563
PED-008602,2025-04-25,PROD-102,3,665.07,518.75,Sudeste,RJ,Boleto,0.05,88753
PED-008603,2025-06-06,PROD-107,1,82.34,45.29,Nordeste,PE,Pix,0.02,45734
PED-008604,2025-02-28,PROD-122,2,146.28,80.45,Sudeste,RJ,Cartão de Débito,0.02,42638
PED-008605,2025-05-14,PROD-111,1,71.03,39.07,Sudeste,RJ,Cartão de Débito,0.05,89367
PED-008606,2025-07-06,PROD-128,1,76.95,42.32,Centro-Oeste,MT,Boleto,0.02,81193
PED-008607,2025-11-14,PROD-106,2,163.73,90.05,Norte,PA,Pix,0.02,98089
PED-008608,2025-10-08,PROD-125,2,95.02,52.26,Sudeste,SP,Cartão de Débito,0.02,61071
PED-008609,2025-01-24,PROD-134,2,346.43,270.22,Sudeste,SP,Cartão de Crédito,0.05,23780
PED-008610,2025-06-03,PROD-109,2,117.57,64.66,Sudeste,RJ,Cartão de Crédito,0.02,48528
PED-008611,2025-06-04,PROD-129,1,85.61,47.09,Nordeste,PE,Cartão de Crédito,0.02,50547
PED-008612,2025-06-11,PROD-117,1,61.95,34.07,Centro-Oeste,MT,Pix,0.02,26374
PED-008613,2025-05-19,PROD-127,1,33.97,18.68,Centro-Oeste,MS,Pix,0.02,22568
PED-008614,2025-04-03,PROD-122,3,107.0,58.85,Sudeste,RJ,Boleto,0.05,82163
PED-008615,2025-02-25,PROD-115,1,82.97,45.63,Nordeste,PE,Cartão de Débito,0.02,34836
PED-008616,2025-05-17,PROD-103,1,174.64,136.22,Sudeste,MG,Boleto,0.02,15230
PED-008617,2025-12-20,PROD-114,3,147.95,81.37,Nordeste,PE,Cartão de Débito,0.05,36100
PED-008618,2025-10-23,PROD-127,3,216.29,118.96,Sudeste,RJ,Cartão de Crédito,0.02,70287
PED-008619,2025-11-29,PROD-124,2,99.82,54.9,Centro-Oeste,GO,Cartão de Crédito,0.02,71916
PED-008620,2025-12-11,PROD-116,3,228.56,125.71,Sul,SC,Pix,0.02,19445
PED-008621,2025-01-16,PROD-110,3,147.63,81.2,Sudeste,RJ,Boleto,0.02,56085
PED-008622,2025-02-08,PROD-131,1,215.73,168.27,Sudeste,MG,Boleto,0.02,92433
PED-008623,2025-05-07,PROD-105,3,583.35,455.01,Sudeste,MG,Boleto,0.02,14171
PED-008624,2025-10-28,PROD-118,1,53.11,29.21,Norte,PA,Boleto,0.05,42753
PED-008625,2025-11-09,PROD-120,1,80.4,44.22,Sudeste,MG,Cartão de Débito,0.05,69223
PED-008626,2025-03-16,PROD-109,1,67.78,37.28,Sudeste,SP,Boleto,0.02,86901
PED-008627,2025-06-19,PROD-121,2,157.21,86.47,Sul,SC,Pix,0.02,82906
PED-008628,2025-11-18,PROD-129,3,117.01,64.36,Sul,PR,Cartão de Crédito,0.02,19111
PED-008629,2025-04-08,PROD-124,2,99.13,54.52,Norte,AM,Cartão de Crédito,0.05,51833
PED-008630,2025-09-12,PROD-108,3,173.97,95.68,Sudeste,MG,Boleto,0.05,90293
PED-008631,2025-07-25,PROD-121,1,80.09,44.05,Sudeste,SP,Cartão de Crédito,0.02,55806
PED-008632,2025-02-11,PROD-124,3,221.86,122.02,Centro-Oeste,MS,Boleto,0.02,57864
PED-008633,2025-08-24,PROD-123,1,68.73,37.8,Sul,SC,Cartão de Débito,0.05,57278
PED-008634,2025-11-09,PROD-118,1,48.49,26.67,Sul,SC,Pix,0.02,95040
PED-008635,2025-10-08,PROD-101,1,235.09,183.37,Sul,RS,Cartão de Débito,0.02,67878
PED-008636,2025-11-03,PROD-114,2,63.6,34.98,Sudeste,SP,Cartão de Débito,0.02,51390
PED-008637,2025-03-29,PROD-106,2,90.53,49.79,Sul,SC,Boleto,0.02,78843
PED-008638,2025-01-07,PROD-119,2,91.41,50.28,Centro-Oeste,MS,Pix,0.05,57999
PED-008639,2025-06-07,PROD-100,1,226.46,176.64,Centro-Oeste,MT,Boleto,0.02,17903
PED-008640,2025-01-23,PROD-124,2,92.68,50.97,Sul,PR,Boleto,0.05,74187
PED-008641,2025-07-20,PROD-116,3,196.55,108.1,Sudeste,SP,Pix,0.05,23979
PED-008642,2025-05-27,PROD-113,2,88.45,48.65,Sudeste,RJ,Cartão de Débito,0.05,42653
PED-008643,2025-12-06,PROD-104,2,307.58,239.91,Sul,SC,Cartão de Débito,0.05,53385
PED-008644,2025-08-13,PROD-104,1,189.97,148.18,Norte,PA,Cartão de Crédito,0.02,25612
PED-008645,2025-08-25,PROD-121,1,44.1,24.26,Nordeste,BA,Cartão de Crédito,0.02,14462
PED-008646,2025-03-25,PROD-100,3,715.63,558.19,Nordeste,CE,Boleto,0.02,65785
PED-008647,2025-10-02,PROD-113,3,248.4,136.62,Sudeste,SP,Boleto,0.02,84585
PED-008648,2025-04-26,PROD-132,1,178.88,139.53,Sul,RS,Boleto,0.02,50436
PED-008649,2025-04-05,PROD-106,2,150.19,82.6,Norte,AM,Pix,0.02,25108
PED-008650,2025-12-03,PROD-103,3,749.06,584.27,Sudeste,RJ,Boleto,0.05,35473
PED-008651,2025-08-13,PROD-131,2,376.12,293.37,Sudeste,MG,Pix,0.02,42570
PED-008652,2025-03-08,PROD-123,3,169.69,93.33,Sudeste,SP,Cartão de Débito,0.02,29657
PED-008653,2025-11-17,PROD-111,2,173.22,95.27,Sudeste,MG,Cartão de Débito,0.05,94738
PED-008654,2025-10-20,PROD-117,3,238.98,131.44,Nordeste,CE,Pix,0.05,74060
PED-008655,2025-07-04,PROD-127,2,71.72,39.45,Sudeste,MG,Cartão de Débito,0.02,26600
PED-008656,2025-12-04,PROD-135,1,189.56,147.86,Sudeste,SP,Cartão de Crédito,0.02,63133
PED-008657,2025-06-26,PROD-102,1,203.3,158.57,Nordeste,BA,Cartão de Débito,0.02,95237
PED-008658,2025-06-03,PROD-132,1,200.32,156.25,Norte,AM,Pix,0.02,76397
PED-008659,2025-06-27,PROD-117,2,95.36,52.45,Nordeste,CE,Pix,0.05,68593
PED-008660,2025-01-10,PROD-126,3,130.16,71.59,Centro-Oeste,GO,Boleto,0.02,97445
PED-008661,2025-03-04,PROD-126,3,133.92,73.66,Sudeste,SP,Boleto,0.02,36472
PED-008662,2025-10-21,PROD-105,3,606.92,473.4,Norte,AM,Pix,0.02,49624
PED-008663,2025-01-24,PROD-133,1,194.44,151.66,Norte,PA,Cartão de Crédito,0.02,20868
PED-008664,2025-01-07,PROD-116,3,251.34,138.24,Nordeste,PE,Cartão de Crédito,0.02,20309
PED-008665,2025-01-02,PROD-104,3,692.27,539.97,Centro-Oeste,MT,Boleto,0.02,91021
PED-008666,2025-07-22,PROD-115,3,199.65,109.81,Centro-Oeste,MS,Boleto,0.02,12503
PED-008667,2025-05-08,PROD-126,3,111.32,61.23,Nordeste,CE,Cartão de Débito,0.02,59966
PED-008668,2025-06-29,PROD-127,2,102.95,56.62,Norte,PA,Boleto,0.05,76184
PED-008669,2025-09-09,PROD-115,1,63.32,34.83,Nordeste,BA,Cartão de Crédito,0.05,96646
PED-008670,2025-02-26,PROD-111,1,83.11,45.71,Sudeste,SP,Boleto,0.02,13024
PED-008671,2025-03-13,PROD-131,2,494.84,385.98,Sudeste,SP,Cartão de Crédito,0.05,56125
PED-008672,2025-02-05,PROD-119,2,169.54,93.25,Sudeste,MG,Boleto,0.05,93979
PED-008673,2025-04-01,PROD-130,2,450.74,351.58,Sul,RS,Boleto,0.02,39464
PED-008674,2025-08-13,PROD-114,1,62.26,34.24,Sudeste,SP,Cartão de Crédito,0.02,57625
PED-008675,2025-02-12,PROD-128,1,30.65,16.86,Nordeste,CE,Cartão de Crédito,0.02,62647
PED-008676,2025-11-22,PROD-121,2,178.59,98.22,Sudeste,MG,Boleto,0.05,82316
PED-008677,2025-03-23,PROD-102,3,712.54,555.78,Sul,RS,Cartão de Débito,0.05,50857
PED-008678,2025-11-09,PROD-103,1,242.28,188.98,Sudeste,MG,Cartão de Crédito,0.05,70451
PED-008679,2025-04-14,PROD-131,2,412.5,321.75,Sudeste,SP,Pix,0.02,54295
PED-008680,2025-12-03,PROD-110,5,401.24,220.68,Sudeste,MG,Boleto,0.05,77369
PED-008681,2025-11-17,PROD-133,1,228.71,178.39,Sudeste,RJ,Boleto,0.02,20236
PED-008682,2025-07-21,PROD-114,1,46.45,25.55,Sudeste,MG,Cartão de Crédito,0.02,84821
PED-008683,2025-09-30,PROD-120,2,150.11,82.56,Sudeste,RJ,Boleto,0.02,74367
PED-008684,2025-09-23,PROD-113,2,149.46,82.2,Nordeste,CE,Cartão de Crédito,0.02,37773
PED-008685,2025-06-25,PROD-126,3,164.16,90.29,Sudeste,SP,Cartão de Crédito,0.02,85596
PED-008686,2025-10-26,PROD-124,1,59.29,32.61,Sudeste,MG,Pix,0.05,38373
PED-008687,2025-06-04,PROD-104,2,468.79,365.66,Sul,PR,Cartão de Débito,0.02,91215
PED-008688,2025-11-04,PROD-119,1,33.52,18.44,Sudeste,RJ,Cartão de Débito,0.02,37485
PED-008689,2025-09-28,PROD-129,3,133.3,73.32,Sudeste,SP,Cartão de Crédito,0.05,94010
PED-008690,2025-02-13,PROD-122,1,51.35,28.24,Sudeste,MG,Pix,0.02,63116
PED-008691,2025-04-18,PROD-115,1,70.66,38.86,Sudeste,RJ,Pix,0.02,47496
PED-008692,2025-03-11,PROD-101,3,720.4,561.91,Sudeste,SP,Boleto,0.02,49427
PED-008693,2025-03-20,PROD-135,1,173.13,135.04,Sul,SC,Cartão de Crédito,0.05,67183
PED-008694,2025-10-27,PROD-130,3,503.94,393.07,Centro-Oeste,GO,Cartão de Débito,0.02,20097
PED-008695,2025-04-02,PROD-128,2,100.72,55.4,Sul,RS,Boleto,0.02,39085
PED-008696,2025-02-12,PROD-117,3,158.41,87.13,Norte,AM,Cartão de Crédito,0.02,93261
PED-008697,2025-12-01,PROD-110,5,207.84,114.31,Sudeste,MG,Cartão de Débito,0.05,48701
PED-008698,2025-06-04,PROD-106,1,56.55,31.1,Sudeste,SP,Pix,0.02,26583
PED-008699,2025-07-31,PROD-115,3,121.74,66.96,Nordeste,PE,Boleto,0.05,53128
PED-008700,2025-06-19,PROD-118,3,100.27,55.15,Sul,RS,Cartão de Crédito,0.05,60684
PED-008701,2025-01-23,PROD-114,3,131.2,72.16,Nordeste,CE,Cartão de Débito,0.02,65193
PED-008702,2025-05-26,PROD-128,2,75.91,41.75,Sudeste,MG,Pix,0.02,21764
PED-008703,2025-12-08,PROD-102,2,345.7,269.65,Nordeste,BA,Cartão de Crédito,0.05,68125
PED-008704,2025-11-26,PROD-107,1,52.38,28.81,Sudeste,SP,Boleto,0.05,89814
PED-008705,2025-10-23,PROD-111,2,109.64,60.3,Nordeste,PE,Boleto,0.02,10930
PED-008706,2025-06-01,PROD-112,1,42.93,23.61,Sudeste,SP,Pix,0.05,14882
PED-008707,2025-03-21,PROD-104,1,177.36,138.34,Sul,RS,Cartão de Débito,0.05,85275
PED-008708,2025-12-18,PROD-120,4,337.45,185.6,Nordeste,BA,Cartão de Crédito,0.02,95832
PED-008709,2025-03-19,PROD-128,1,74.24,40.83,Sul,RS,Cartão de Crédito,0.05,85428
PED-008710,2025-05-12,PROD-117,1,85.96,47.28,Sul,PR,Cartão de Débito,0.05,24523
PED-008711,2025-01-18,PROD-125,1,61.92,34.06,Centro-Oeste,MT,Cartão de Débito,0.05,56242
PED-008712,2025-10-11,PROD-110,3,151.56,83.36,Sudeste,MG,Cartão de Débito,0.02,43611
PED-008713,2025-08-20,PROD-131,2,355.22,277.07,Centro-Oeste,MT,Boleto,0.05,99834
PED-008714,2025-10-06,PROD-131,2,386.01,301.09,Sul,SC,Pix,0.02,11504
PED-008715,2025-06-20,PROD-119,2,149.59,82.27,Sudeste,MG,Boleto,0.05,64507
PED-008716,2025-05-02,PROD-118,2,147.65,81.21,Sudeste,MG,Boleto,0.02,34613
PED-008717,2025-07-16,PROD-134,1,150.82,117.64,Norte,PA,Cartão de Crédito,0.05,70707
PED-008718,2025-08-06,PROD-128,1,53.07,29.19,Sul,PR,Cartão de Débito,0.05,48609
PED-008719,2025-07-03,PROD-114,1,42.92,23.61,Sudeste,RJ,Cartão de Débito,0.02,47482
PED-008720,2025-07-16,PROD-130,2,403.9,315.04,Sudeste,SP,Cartão de Débito,0.05,46029
PED-008721,2025-07-03,PROD-104,2,377.29,294.29,Sul,RS,Cartão de Débito,0.05,41452
PED-008722,2025-02-20,PROD-119,2,125.64,69.1,Nordeste,BA,Cartão de Crédito,0.02,70977
PED-008723,2025-04-07,PROD-112,1,40.21,22.12,Sudeste,MG,Cartão de Crédito,0.02,49850
PED-008724,2025-01-15,PROD-126,1,44.97,24.73,Sudeste,MG,Cartão de Débito,0.02,72143
PED-008725,2025-03-01,PROD-107,3,201.11,110.61,Sudeste,RJ,Boleto,0.05,84883
PED-008726,2025-08-12,PROD-101,3,647.5,505.05,Sudeste,RJ,Cartão de Crédito,0.05,49854
PED-008727,2025-08-14,PROD-126,1,50.64,27.85,Sudeste,SP,Pix,0.05,80678
PED-008728,2025-04-24,PROD-105,1,229.04,178.65,Sul,PR,Cartão de Débito,0.02,66558
PED-008729,2025-02-15,PROD-119,1,47.16,25.94,Centro-Oeste,MT,Cartão de Débito,0.02,73953
PED-008730,2025-02-08,PROD-114,1,81.3,44.72,Centro-Oeste,MS,Cartão de Débito,0.05,13181
PED-008731,2025-12-01,PROD-116,2,68.2,37.51,Centro-Oeste,MS,Cartão de Crédito,0.02,41461
PED-008732,2025-08-23,PROD-104,3,672.79,524.78,Sudeste,SP,Cartão de Crédito,0.02,74224
PED-008733,2025-08-13,PROD-107,2,163.68,90.02,Sudeste,MG,Boleto,0.05,11552
PED-008734,2025-10-07,PROD-102,2,326.94,255.01,Sudeste,MG,Cartão de Crédito,0.02,30461
PED-008735,2025-05-12,PROD-113,3,141.77,77.97,Sudeste,MG,Cartão de Débito,0.05,95269
PED-008736,2025-10-12,PROD-135,3,688.89,537.33,Centro-Oeste,GO,Cartão de Crédito,0.02,26711
PED-008737,2025-11-21,PROD-103,2,419.99,327.59,Sul,SC,Boleto,0.05,84636
PED-008738,2025-04-02,PROD-111,1,46.98,25.84,Sudeste,RJ,Pix,0.05,93737
PED-008739,2025-02-06,PROD-107,1,36.96,20.33,Sudeste,MG,Pix,0.02,48820
PED-008740,2025-05-15,PROD-132,2,303.94,237.07,Norte,AM,Pix,0.02,59718
PED-008741,2025-11-28,PROD-102,1,234.48,182.89,Sul,PR,Cartão de Débito,0.02,59890
PED-008742,2025-05-20,PROD-127,1,83.7,46.04,Centro-Oeste,MT,Cartão de Crédito,0.02,57553
PED-008743,2025-10-14,PROD-107,1,61.28,33.7,Sudeste,SP,Boleto,0.02,40875
PED-008744,2025-03-06,PROD-107,1,34.1,18.76,Sul,RS,Cartão de Débito,0.05,66661
PED-008745,2025-10-22,PROD-125,3,182.97,100.63,Sudeste,SP,Boleto,0.05,20327
PED-008746,2025-09-07,PROD-128,3,178.42,98.13,Sudeste,SP,Cartão de Crédito,0.02,55604
PED-008747,2025-11-09,PROD-129,1,79.77,43.87,Sudeste,RJ,Boleto,0.05,46686
PED-008748,2025-10-21,PROD-135,3,648.41,505.76,Nordeste,BA,Pix,0.05,32007
PED-008749,2025-10-25,PROD-122,2,158.63,87.25,Nordeste,CE,Pix,0.05,51673
PED-008750,2025-03-04,PROD-132,3,721.53,562.79,Sudeste,SP,Boleto,0.05,10150
PED-008751,2025-10-09,PROD-126,1,44.16,24.29,Sudeste,MG,Cartão de Débito,0.05,53954
PED-008752,2025-12-04,PROD-103,3,641.58,500.43,Sudeste,RJ,Cartão de Crédito,0.05,52394
PED-008753,2025-06-23,PROD-112,2,72.5,39.88,Norte,AM,Pix,0.02,31426
PED-008754,2025-05-26,PROD-105,2,337.5,263.25,Sul,PR,Cartão de Crédito,0.05,59364
PED-008755,2025-08-22,PROD-131,2,435.72,339.86,Sul,RS,Boleto,0.05,95209
PED-008756,2025-01-12,PROD-104,1,162.24,126.55,Sul,RS,Pix,0.05,48673
PED-008757,2025-06-30,PROD-100,2,479.24,373.81,Centro-Oeste,MS,Pix,0.02,35068
PED-008758,2025-01-22,PROD-127,2,171.53,94.34,Sudeste,RJ,Boleto,0.02,32383
PED-008759,2025-12-15,PROD-100,3,517.93,403.99,Sudeste,RJ,Cartão de Débito,0.02,85604
PED-008760,2025-02-04,PROD-130,2,329.66,257.13,Sudeste,RJ,Boleto,0.02,76344
PED-008761,2025-12-18,PROD-132,1,200.77,156.6,Nordeste,CE,Boleto,0.05,36478
PED-008762,2025-06-02,PROD-116,2,93.47,51.41,Sudeste,MG,Pix,0.02,81428
PED-008763,2025-08-01,PROD-132,3,711.32,554.83,Sudeste,MG,Pix,0.02,51942
PED-008764,2025-12-26,PROD-114,1,75.83,41.71,Nordeste,CE,Pix,0.02,65071
PED-008765,2025-09-08,PROD-128,3,146.94,80.82,Sudeste,RJ,Cartão de Crédito,0.02,84277
PED-008766,2025-10-19,PROD-123,3,96.74,53.21,Nordeste,BA,Cartão de Crédito,0.05,63346
PED-008767,2025-04-25,PROD-100,2,440.78,343.81,Norte,PA,Pix,0.05,63145
PED-008768,2025-12-03,PROD-118,6,505.8,278.19,Centro-Oeste,MS,Pix,0.05,42346
PED-008769,2025-03-18,PROD-129,2,102.14,56.18,Nordeste,BA,Cartão de Débito,0.05,30148
PED-008770,2025-05-29,PROD-112,3,267.6,147.18,Sul,PR,Cartão de Crédito,0.05,19174
PED-008771,2025-07-16,PROD-133,2,496.57,387.32,Sudeste,RJ,Pix,0.05,44084
PED-008772,2025-07-02,PROD-107,1,72.48,39.86,Centro-Oeste,GO,Boleto,0.05,81271
PED-008773,2025-07-01,PROD-128,1,30.16,16.59,Nordeste,BA,Pix,0.02,66722
PED-008774,2025-01-22,PROD-129,3,98.12,53.97,Sudeste,SP,Cartão de Crédito,0.05,73163
PED-008775,2025-01-24,PROD-118,1,75.83,41.71,Sudeste,MG,Cartão de Crédito,0.02,58961
PED-008776,2025-07-11,PROD-135,2,417.12,325.35,Sudeste,MG,Pix,0.02,40867
PED-008777,2025-10-18,PROD-124,1,86.09,47.35,Sudeste,SP,Cartão de Débito,0.02,22653
PED-008778,2025-06-18,PROD-126,2,117.59,64.67,Sudeste,MG,Pix,0.05,71479
PED-008779,2025-08-26,PROD-119,2,134.57,74.01,Sul,SC,Cartão de Crédito,0.02,90209
PED-008780,2025-09-16,PROD-129,1,37.01,20.36,Sudeste,RJ,Cartão de Crédito,0.05,56378
PED-008781,2025-07-08,PROD-126,3,262.29,144.26,Sudeste,MG,Pix,0.02,25869
PED-008782,2025-07-24,PROD-119,2,100.46,55.25,Centro-Oeste,MT,Cartão de Crédito,0.02,31474
PED-008783,2025-09-19,PROD-130,3,631.12,492.27,Sul,RS,Pix,0.05,53194
PED-008784,2025-05-11,PROD-111,3,231.88,127.53,Sudeste,MG,Cartão de Débito,0.02,21994
PED-008785,2025-11-19,PROD-111,3,265.87,146.23,Sudeste,MG,Cartão de Crédito,0.02,44280
PED-008786,2025-06-28,PROD-132,1,158.78,123.85,Sudeste,MG,Pix,0.02,56523
PED-008787,2025-12-18,PROD-114,2,146.42,80.53,Sul,RS,Cartão de Crédito,0.02,69922
PED-008788,2025-08-28,PROD-133,1,208.69,162.78,Nordeste,CE,Pix,0.05,70564
PED-008789,2025-08-20,PROD-128,3,108.05,59.43,Sudeste,RJ,Pix,0.02,17694
PED-008790,2025-08-21,PROD-101,2,409.07,319.07,Nordeste,CE,Cartão de Débito,0.05,26996
PED-008791,2025-08-07,PROD-106,2,71.82,39.5,Nordeste,CE,Pix,0.02,23882
PED-008792,2025-06-26,PROD-120,3,128.57,70.71,Nordeste,PE,Cartão de Crédito,0.05,85176
PED-008793,2025-11-17,PROD-108,3,118.37,65.1,Nordeste,BA,Cartão de Débito,0.05,71804
PED-008794,2025-04-02,PROD-120,2,103.75,57.06,Sudeste,SP,Cartão de Crédito,0.02,74977
PED-008795,2025-05-13,PROD-122,1,81.69,44.93,Sudeste,RJ,Pix,0.02,28502
PED-008796,2025-09-12,PROD-101,2,318.18,248.18,Sudeste,MG,Cartão de Débito,0.05,84415
PED-008797,2025-06-17,PROD-127,1,84.47,46.46,Sudeste,RJ,Boleto,0.02,38122
PED-008798,2025-11-04,PROD-115,3,266.36,146.5,Centro-Oeste,MS,Pix,0.05,52086
PED-008799,2025-07-18,PROD-104,2,406.09,316.75,Sudeste,MG,Boleto,0.02,11529
PED-008800,2025-07-30,PROD-129,2,100.52,55.29,Norte,PA,Pix,0.02,50143
PED-008801,2025-01-11,PROD-127,2,131.44,72.29,Nordeste,PE,Cartão de Débito,0.02,96502
PED-008802,2025-11-30,PROD-108,3,111.1,61.11,Centro-Oeste,GO,Cartão de Crédito,0.05,85210
PED-008803,2025-12-19,PROD-124,1,83.8,46.09,Sudeste,MG,Pix,0.02,80176
PED-008804,2025-06-01,PROD-112,2,109.66,60.31,Sudeste,RJ,Boleto,0.05,67403
PED-008805,2025-04-18,PROD-126,1,55.45,30.5,Norte,AM,Boleto,0.05,53929
PED-008806,2025-11-26,PROD-104,3,650.88,507.69,Sudeste,SP,Boleto,0.02,28100
PED-008807,2025-02-18,PROD-100,3,614.67,479.44,Centro-Oeste,MS,Cartão de Crédito,0.02,19020
PED-008808,2025-01-22,PROD-134,2,383.02,298.76,Nordeste,BA,Pix,0.05,32654
PED-008809,2025-05-19,PROD-100,1,192.36,150.04,Nordeste,BA,Cartão de Débito,0.02,98915
PED-008810,2025-05-24,PROD-106,2,63.09,34.7,Nordeste,PE,Cartão de Débito,0.02,13369
PED-008811,2025-08-12,PROD-109,2,99.72,54.85,Sudeste,MG,Cartão de Crédito,0.05,90984
PED-008812,2025-05-13,PROD-134,3,635.82,495.94,Centro-Oeste,GO,Cartão de Crédito,0.05,83901
PED-008813,2025-08-01,PROD-125,1,31.24,17.18,Sudeste,RJ,Pix,0.02,80141
PED-008814,2025-03-18,PROD-100,1,224.92,175.44,Sudeste,MG,Cartão de Crédito,0.05,47625
PED-008815,2025-06-07,PROD-131,1,222.65,173.67,Sudeste,RJ,Cartão de Crédito,0.05,15472
PED-008816,2025-06-16,PROD-122,3,93.04,51.17,Sudeste,MG,Cartão de Crédito,0.05,83827
PED-008817,2025-01-24,PROD-103,2,404.36,315.4,Sul,SC,Boleto,0.02,66169
PED-008818,2025-08-13,PROD-101,2,405.0,315.9,Sul,RS,Boleto,0.05,50553
PED-008819,2025-07-27,PROD-104,3,612.55,477.79,Nordeste,CE,Cartão de Crédito,0.02,71418
PED-008820,2025-10-10,PROD-131,3,493.35,384.81,Sudeste,RJ,Cartão de Débito,0.02,78714
PED-008821,2025-11-18,PROD-102,1,238.38,185.94,Sul,PR,Cartão de Crédito,0.02,60237
PED-008822,2025-12-19,PROD-123,5,246.19,135.4,Centro-Oeste,MS,Cartão de Débito,0.05,74018
PED-008823,2025-12-20,PROD-116,2,131.45,72.3,Sudeste,MG,Boleto,0.05,79509
PED-008824,2025-03-06,PROD-118,2,175.43,96.49,Sudeste,RJ,Pix,0.05,56089
PED-008825,2025-06-29,PROD-120,3,236.45,130.05,Sul,SC,Cartão de Débito,0.02,82690
PED-008826,2025-03-25,PROD-100,3,715.5,558.09,Sudeste,MG,Pix,0.02,24726
PED-008827,2025-02-10,PROD-118,1,70.71,38.89,Sudeste,MG,Pix,0.05,46310
PED-008828,2025-06-14,PROD-133,3,670.85,523.26,Nordeste,CE,Cartão de Crédito,0.02,68474
PED-008829,2025-07-12,PROD-135,1,157.57,122.9,Sudeste,RJ,Cartão de Débito,0.02,64226
PED-008830,2025-12-04,PROD-132,2,319.29,249.05,Centro-Oeste,GO,Cartão de Crédito,0.02,63928
PED-008831,2025-12-16,PROD-117,1,61.71,33.94,Sul,SC,Boleto,0.05,61908
PED-008832,2025-06-04,PROD-125,2,161.31,88.72,Norte,PA,Cartão de Débito,0.02,27217
PED-008833,2025-07-31,PROD-106,1,56.13,30.87,Sudeste,MG,Cartão de Débito,0.02,14233
PED-008834,2025-12-21,PROD-121,4,122.25,67.24,Centro-Oeste,GO,Pix,0.05,68282
PED-008835,2025-03-16,PROD-106,1,49.95,27.47,Sudeste,SP,Cartão de Crédito,0.02,76181
PED-008836,2025-11-10,PROD-127,3,108.77,59.82,Sudeste,RJ,Pix,0.05,85453
PED-008837,2025-05-09,PROD-130,2,370.01,288.61,Sudeste,RJ,Cartão de Débito,0.05,42768
PED-008838,2025-11-18,PROD-104,3,499.85,389.88,Sudeste,SP,Cartão de Débito,0.05,63505
PED-008839,2025-08-31,PROD-118,3,226.77,124.72,Sul,PR,Cartão de Débito,0.05,90672
PED-008840,2025-07-25,PROD-119,3,207.96,114.38,Sudeste,RJ,Boleto,0.05,63029
PED-008841,2025-12-17,PROD-122,5,293.25,161.29,Sudeste,SP,Cartão de Crédito,0.05,35143
PED-008842,2025-09-02,PROD-131,3,621.72,484.94,Norte,AM,Boleto,0.02,22237
PED-008843,2025-07-26,PROD-107,1,34.09,18.75,Sudeste,SP,Cartão de Débito,0.05,70916
PED-008844,2025-09-25,PROD-131,3,602.76,470.15,Sudeste,MG,Pix,0.02,21677
PED-008845,2025-06-01,PROD-124,1,76.92,42.31,Sudeste,RJ,Cartão de Crédito,0.05,67552
PED-008846,2025-12-26,PROD-119,6,471.28,259.2,Sudeste,SP,Pix,0.05,44263
PED-008847,2025-07-16,PROD-123,1,76.65,42.16,Sudeste,SP,Pix,0.05,90486
PED-008848,2025-07-21,PROD-102,3,473.84,369.6,Sul,PR,Cartão de Débito,0.05,39743
PED-008849,2025-08-22,PROD-103,1,176.46,137.64,Sul,PR,Boleto,0.02,91105
PED-008850,2025-02-03,PROD-107,2,62.37,34.3,Sul,RS,Pix,0.05,18900
PED-008851,2025-11-27,PROD-121,2,108.53,59.69,Sul,SC,Cartão de Débito,0.05,37158
PED-008852,2025-01-17,PROD-109,2,172.82,95.05,Norte,PA,Cartão de Crédito,0.05,59336
PED-008853,2025-04-16,PROD-125,2,61.16,33.64,Norte,PA,Cartão de Débito,0.02,87151
PED-008854,2025-04-05,PROD-100,3,569.32,444.07,Sudeste,SP,Cartão de Crédito,0.02,93080
PED-008855,2025-07-10,PROD-125,2,150.39,82.71,Sudeste,MG,Pix,0.02,48717
PED-008856,2025-11-06,PROD-110,1,72.8,40.04,Sudeste,SP,Cartão de Crédito,0.05,93034
PED-008857,2025-01-18,PROD-126,1,78.7,43.29,Sudeste,RJ,Boleto,0.05,34146
PED-008858,2025-12-01,PROD-124,3,136.51,75.08,Norte,AM,Boleto,0.02,93036
PED-008859,2025-08-08,PROD-124,1,83.95,46.17,Centro-Oeste,GO,Boleto,0.05,31329
PED-008860,2025-04-01,PROD-127,2,83.36,45.85,Sul,PR,Pix,0.05,99942
PED-008861,2025-08-12,PROD-103,2,308.34,240.51,Sul,RS,Cartão de Débito,0.05,67886
